区域号	区域类型	X坐标	Y坐标	Z坐标	线段类型	圆心X	圆心Y	圆心Z	节点	节点X坐标	节点Y坐标	节点Z坐标	楼层
A526	1	13584.2	6053.5	150	1	0	0	0	A526D1	13561.1	6098.8	150	4
0	0	13772.9	5648.2	150	1	0	0	0	0	0	0	0	0
0	0	13501	5521.4	150	1	0	0	0	0	0	0	0	0
0	0	13250.1	6060.2	150	1	0	0	0	0	0	0	0	0
0	0	13521.6	6187	150	1	0	0	0	0	0	0	0	0
0	0	13542	6144.1	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A524	1	13454.5	6331.7	150	1	0	0	0	A524D1	13433.3	6377	150	4
0	0	13484.7	6266.2	150	1	0	0	0	0	0	0	0	0
0	0	13213.1	6139.4	150	1	0	0	0	0	0	0	0	0
0	0	13041.8	6506.8	150	1	0	0	0	0	0	0	0	0
0	0	13313.3	6633.9	150	1	0	0	0	0	0	0	0	0
0	0	13412.2	6422.4	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A522	1	13225	6823.8	150	1	0	0	0	A522D1	13203.9	6869.2	150	4
0	0	13313.3	6633.9	150	1	0	0	0	0	0	0	0	0
0	0	13041.8	6506.8	150	1	0	0	0	0	0	0	0	0
0	0	12893.9	6824	150	1	0	0	0	0	0	0	0	0
0	0	13165.8	6950.8	150	1	0	0	0	0	0	0	0	0
0	0	13182.7	6914.5	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A521	1	13147.2	6990.6	150	1	0	0	0	A521D1	13126.1	7035.9	150	4
0	0	13165.8	6950.8	150	1	0	0	0	0	0	0	0	0
0	0	12893.9	6824	150	1	0	0	0	0	0	0	0	0
0	0	12744.5	7144.4	150	1	0	0	0	0	0	0	0	0
0	0	13016.4	7271.2	150	1	0	0	0	0	0	0	0	0
0	0	13105	7081.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A520	1	12924.5	7468.2	150	1	0	0	0	A520D1	12903.4	7513.5	150	4
0	0	13016.4	7271.2	150	1	0	0	0	0	0	0	0	0
0	0	12744.5	7144.4	150	1	0	0	0	0	0	0	0	0
0	0	12582	7492.8	150	1	0	0	0	0	0	0	0	0
0	0	12853.9	7619.6	150	1	0	0	0	0	0	0	0	0
0	0	12882.2	7558.9	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A519	1	12617.3	8127.1	150	1	0	0	0	A519D1	12596.1	8172.4	150	4
0	0	12714.5	7918.7	150	1	0	0	0	0	0	0	0	0
0	0	12442.6	7791.9	150	1	0	0	0	0	0	0	0	0
0	0	12247.7	8209.8	150	1	0	0	0	0	0	0	0	0
0	0	12519.6	8336.6	150	1	0	0	0	0	0	0	0	0
0	0	12575	8217.7	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A518	1	12458.8	8467	150	1	0	0	0	A518D1	12437.7	8512.3	150	4
0	0	12519.6	8336.6	150	1	0	0	0	0	0	0	0	0
0	0	12247.7	8209.8	150	1	0	0	0	0	0	0	0	0
0	0	12136.9	8447.4	150	1	0	0	0	0	0	0	0	0
0	0	12408.8	8574.2	150	1	0	0	0	0	0	0	0	0
0	0	12416.5	8557.6	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A516	1	12395.4	8602.9	150	1	0	0	0	A516D1	12374.3	8648.2	150	4
0	0	12408.8	8574.2	150	1	0	0	0	0	0	0	0	0
0	0	12136.9	8447.4	150	1	0	0	0	0	0	0	0	0
0	0	11980	8783.9	150	1	0	0	0	0	0	0	0	0
0	0	12251.9	8910.7	150	1	0	0	0	0	0	0	0	0
0	0	12353.1	8693.6	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A514	1	12154.5	9119.5	150	1	0	0	0	A514D1	12133.4	9164.8	150	4
0	0	12251.9	8910.7	150	1	0	0	0	0	0	0	0	0
0	0	11980	8783.9	150	1	0	0	0	0	0	0	0	0
0	0	11827.3	9111.4	150	1	0	0	0	0	0	0	0	0
0	0	12099.2	9238.2	150	1	0	0	0	0	0	0	0	0
0	0	12112.2	9210.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A512	1	12088.1	9261.8	150	1	0	0	0	A512D1	12067	9307.1	150	4
0	0	12099.2	9238.2	150	1	0	0	0	0	0	0	0	0
0	0	11827.3	9111.4	150	1	0	0	0	0	0	0	0	0
0	0	11675.5	9437	150	1	0	0	0	0	0	0	0	0
0	0	11947.3	9563.8	150	1	0	0	0	0	0	0	0	0
0	0	12045.9	9352.4	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A510	1	11849.4	9773.9	150	1	0	0	0	A510D1	11828.2	9819.2	150	4
0	0	11947.3	9563.8	150	1	0	0	0	0	0	0	0	0
0	0	11675.5	9437	150	1	0	0	0	0	0	0	0	0
0	0	11528.1	9753.1	150	1	0	0	0	0	0	0	0	0
0	0	11800	9879.8	150	1	0	0	0	0	0	0	0	0
0	0	11807.1	9864.5	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A508	1	11782.6	9917.1	150	1	0	0	0	A508D1	11761.5	9962.4	150	4
0	0	11800	9879.8	150	1	0	0	0	0	0	0	0	0
0	0	11528.1	9753.1	150	1	0	0	0	0	0	0	0	0
0	0	11372.9	10085.7	150	1	0	0	0	0	0	0	0	0
0	0	11644.8	10212.5	150	1	0	0	0	0	0	0	0	0
0	0	11740.3	10007.7	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A506	1	11565	10383.7	150	1	0	0	0	A506D1	11543.9	10429	150	4
0	0	11644.8	10212.5	150	1	0	0	0	0	0	0	0	0
0	0	11372.9	10085.7	150	1	0	0	0	0	0	0	0	0
0	0	11233.5	10384.8	150	1	0	0	0	0	0	0	0	0
0	0	11505.4	10511.5	150	1	0	0	0	0	0	0	0	0
0	0	11522.8	10474.3	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A504	1	11488	10548.8	150	1	0	0	0	A504D1	11466.9	10594.1	150	4
0	0	11505.4	10511.5	150	1	0	0	0	0	0	0	0	0
0	0	11233.5	10384.8	150	1	0	0	0	0	0	0	0	0
0	0	11065.8	10744.4	150	1	0	0	0	0	0	0	0	0
0	0	11337.7	10871.1	150	1	0	0	0	0	0	0	0	0
0	0	11445.8	10639.4	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A502	1	11238.7	11083.5	150	1	0	0	0	A502D1	11217.6	11128.8	150	4
0	0	11337.7	10871.1	150	1	0	0	0	0	0	0	0	0
0	0	11065.8	10744.4	150	1	0	0	0	0	0	0	0	0
0	0	10905.9	11087.2	150	1	0	0	0	0	0	0	0	0
0	0	11177.8	11214	150	1	0	0	0	0	0	0	0	0
0	0	11196.4	11174.1	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A501	1	11282.5	11410.7	150	1	0	0	0	A501D1	11303.7	11365.4	150	4
0	0	11140.2	11717.4	150	1	0	0	0	0	0	0	0	0
0	0	11412.1	11844.2	150	1	0	0	0	0	0	0	0	0
0	0	11626.8	11384	150	1	0	0	0	0	0	0	0	0
0	0	11354.9	11257.2	150	1	0	0	0	0	0	0	0	0
0	0	11324.8	11320	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A503	1	11440.2	11072.6	150	1	0	0	0	A503D1	11461.3	11027.3	150	4
0	0	11354.9	11257.2	150	1	0	0	0	0	0	0	0	0
0	0	11626.8	11384	150	1	0	0	0	0	0	0	0	0
0	0	11771.6	11073.5	150	1	0	0	0	0	0	0	0	0
0	0	11499.7	10946.7	150	1	0	0	0	0	0	0	0	0
0	0	11482.4	10982	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A505	1	11516.2	10909.5	150	1	0	0	0	A505D1	11537.4	10864.2	150	4
0	0	11499.7	10946.7	150	1	0	0	0	0	0	0	0	0
0	0	11771.6	11073.5	150	1	0	0	0	0	0	0	0	0
0	0	11927.5	10739.1	150	1	0	0	0	0	0	0	0	0
0	0	11655.6	10612.3	150	1	0	0	0	0	0	0	0	0
0	0	11558.5	10818.9	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A507	1	11743.2	10422.8	150	1	0	0	0	A507D1	11764.3	10377.5	150	4
0	0	11655.6	10612.3	150	1	0	0	0	0	0	0	0	0
0	0	11927.5	10739.1	150	1	0	0	0	0	0	0	0	0
0	0	12078.8	10414.8	150	1	0	0	0	0	0	0	0	0
0	0	11806.8	10288.1	150	1	0	0	0	0	0	0	0	0
0	0	11785.4	10332.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A509	1	11818.4	10261.5	150	1	0	0	0	A509D1	11839.5	10216.2	150	4
0	0	11806.8	10288.1	150	1	0	0	0	0	0	0	0	0
0	0	12078.7	10414.8	150	1	0	0	0	0	0	0	0	0
0	0	12232.1	10085.8	150	1	0	0	0	0	0	0	0	0
0	0	11960.2	9959.1	150	1	0	0	0	0	0	0	0	0
0	0	11860.7	10170.8	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A511	1	12047.5	9770.3	150	1	0	0	0	A511D1	12068.6	9724.9	150	4
0	0	11960.2	9959.1	150	1	0	0	0	0	0	0	0	0
0	0	12232.1	10085.8	150	1	0	0	0	0	0	0	0	0
0	0	12385.5	9756.9	150	1	0	0	0	0	0	0	0	0
0	0	12113.6	9630.1	150	1	0	0	0	0	0	0	0	0
0	0	12089.7	9679.6	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A513	1	12123.5	9607.1	150	1	0	0	0	A513D1	12144.7	9561.8	150	4
0	0	12113.6	9630.1	150	1	0	0	0	0	0	0	0	0
0	0	12385.5	9756.9	150	1	0	0	0	0	0	0	0	0
0	0	12535	9436.3	150	1	0	0	0	0	0	0	0	0
0	0	12262.4	9309.2	150	1	0	0	0	0	0	0	0	0
0	0	12165.8	9516.5	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A527	1	12360.2	9095.6	150	1	0	0	0	A527D1	12381.3	9054.3	150	4
0	0	12262.4	9309.2	150	1	0	0	0	0	0	0	0	0
0	0	12535	9436.3	150	1	0	0	0	0	0	0	0	0
0	0	12685.3	9113.8	150	1	0	0	0	0	0	0	0	0
0	0	12412.8	8986.8	150	1	0	0	0	0	0	0	0	0
0	0	12402.5	9009	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A515	1	12423.2	8964.5	150	1	0	0	0	A515D1	12444.3	8919.2	150	4
0	0	12412.8	8986.8	150	1	0	0	0	0	0	0	0	0
0	0	12685.3	9113.8	150	1	0	0	0	0	0	0	0	0
0	0	12838.8	8784.8	150	1	0	0	0	0	0	0	0	0
0	0	12566.9	8658.1	150	1	0	0	0	0	0	0	0	0
0	0	12465.4	8873.9	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A529	1	12665.3	8445.2	150	1	0	0	0	A529D1	12686.5	8399.9	150	4
0	0	12566.9	8658.1	150	1	0	0	0	0	0	0	0	0
0	0	12838.8	8784.8	150	1	0	0	0	0	0	0	0	0
0	0	12987.2	8466.4	150	1	0	0	0	0	0	0	0	0
0	0	12714.7	8339.3	150	1	0	0	0	0	0	0	0	0
0	0	12707.6	8354.6	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A517	1	12727.9	8311.1	150	1	0	0	0	A517D2	12749	8265.8	150	4
0	0	12714.7	8339.3	150	1	0	0	0	A517D1	12970.9	7790	150	4
0	0	12987.2	8466.4	150	1	0	0	0	0	0	0	0	0
0	0	13299.6	7796.5	150	1	0	0	0	0	0	0	0	0
0	0	13027.7	7669.7	150	1	0	0	0	0	0	0	0	0
0	0	12992	7744.7	150	3	0	0	0	0	0	0	0	0
0	0	12949.8	7835.3	150	1	0	0	0	0	0	0	0	0
0	0	12770.1	8220.5	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A523	1	13344.1	6989.7	150	1	0	0	0	A523D1	13365.2	6944.4	150	4
0	0	13306.2	7071.3	150	1	0	0	0	0	0	0	0	0
0	0	13577.9	7198.1	150	1	0	0	0	0	0	0	0	0
0	0	13751.8	6825.1	150	1	0	0	0	0	0	0	0	0
0	0	13479.9	6698.3	150	1	0	0	0	0	0	0	0	0
0	0	13386.3	6899.1	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A525	1	13573.5	6497.6	150	1	0	0	0	A525D1	13594.7	6452.3	150	4
0	0	13479.9	6698.3	150	1	0	0	0	0	0	0	0	0
0	0	13751.8	6825.1	150	1	0	0	0	0	0	0	0	0
0	0	13918.3	6468.2	150	1	0	0	0	0	0	0	0	0
0	0	13646.4	6341.4	150	1	0	0	0	0	0	0	0	0
0	0	13615.8	6406.9	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A528	1	13522	6187	150	1	0	0	0	A528D1	13503.5	6226.6	150	4
0	0	13362.2	6112.5	150	1	0	0	0	0	0	0	0	0
0	0	13325.3	6191.7	150	1	0	0	0	0	0	0	0	0
0	0	13485	6266.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530	1	13646.4	6341.4	150	1	0	0	0	A530D1	13664	6303.5	150	4
0	0	13785.8	6406.4	150	1	0	0	0	0	0	0	0	0
0	0	13822.7	6327.2	150	1	0	0	0	0	0	0	0	0
0	0	13683.3	6262.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5E11	1	13027.7	7669.7	150	1	0	0	0	0	0	0	0	0
0	0	13190.2	7745.5	150	1	0	0	0	0	0	0	0	0
0	0	13321.2	7464.5	150	1	0	0	0	0	0	0	0	0
0	0	13285	7447.6	150	3	0	0	0	0	0	0	0	0
0	0	13212.5	7413.8	150	1	0	0	0	0	0	0	0	0
0	0	13158.1	7388.5	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5C1	2	13027.7	7669.7	150	1	0	0	0	A5P02	13248.7	7430.7	150	4
0	0	13190.2	7745.5	150	1	0	0	0	A5P01	13092.6	7529	150	4
0	0	13321.2	7464.5	150	1	0	0	0	0	0	0	0	0
0	0	13158.1	7388.5	150	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S11	3	13285	7447.6	150	1	0	0	0	A5P03	13349.2	7381	150	4
0	0	13312.2	7460.3	150	3	0	0	0	A5P02	13248.7	7430.7	150	4
0	0	13460.1	7143.1	150	1	0	0	0	0	0	0	0	0
0	0	13306	7071.3	150	1	0	0	0	0	0	0	0	0
0	0	13158.1	7388.5	150	1	0	0	0	0	0	0	0	0
0	0	13212.5	7413.8	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S13	3	13516.3	7555.4	322.5	1	0	0	0	A5P05	13627	7317.5	322.5	4
0	0	13606.7	7597.7	322.5	1	0	0	0	A5P04	13553.1	7476.1	322.5	4
0	0	13754.6	7280.5	322.5	1	0	0	0	0	0	0	0	0
0	0	13664	7238.2	322.5	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S14	3	13386.1	7301.7	495	1	0	0	0	A5P05	13627	7317.5	322.5	4
0	0	13590.1	7396.8	322.5	3	0	0	0	A6P03	13423.1	7222.4	495	4
0	0	13664	7238.2	322.5	1	0	0	0	0	0	0	0	0
0	0	13460.1	7143.1	495	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S12	3	13312.2	7460.3	150	1	0	0	0	A5P03	13349.2	7381	150	4
0	0	13516.1	7555.4	322.5	3	0	0	0	A5P04	13553.1	7476.1	322.5	4
0	0	13590.1	7396.8	322.5	1	0	0	0	0	0	0	0	0
0	0	13386.1	7301.7	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S21	3	12853.9	7619.6	150	1	0	0	0	A5P06	12784.2	7769.1	150	4
0	0	12769.6	7580.3	150	3	0	0	0	A5P07	12699.9	7729.8	150	4
0	0	12630.2	7879.2	150	1	0	0	0	0	0	0	0	0
0	0	12714.5	7918.7	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S23	3	12304.5	7567.5	0	1	0	0	0	A5P09	12338.3	7495	0	4
0	0	12243.2	7698.9	0	1	0	0	0	A5P08	12428	7603	0	4
0	0	12358.3	7752.6	0	3	0	0	0	0	0	0	0	0
0	0	12497.8	7453.5	0	1	0	0	0	0	0	0	0	0
0	0	12382.7	7399.8	0	1	0	0	0	0	0	0	0	0
0	0	12372.1	7422.5	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5S22	3	12769.6	7580.3	150	1	0	0	0	A5P07	12699.9	7729.8	150	4
0	0	12497.8	7453.5	0	3	0	0	0	A5P08	12428	7603	0	4
0	0	12358.3	7752.6	0	1	0	0	0	0	0	0	0	0
0	0	12630.2	7879.2	150	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4C4	2	11177.8	11214	0	1	0	0	0	A5P11	10791.8	11331.9	0	4
0	0	10682.3	11214	0	1	0	0	0	B4P01	10682.3	11478.7	0	4
0	0	10682.3	11398.7	0	3	0	0	0	0	0	0	0	0
0	0	10682.3	11558.7	0	1	0	0	0	0	0	0	0	0
0	0	10682.3	11744	0	1	0	0	0	0	0	0	0	0
0	0	10915.8	11776	0	1	0	0	0	0	0	0	0	0
0	0	11036.3	11517.6	0	3	0	0	0	0	0	0	0	0
0	0	11091.2	11399.8	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4E13	1	11177.8	11214	0	1	0	0	0	0	0	0	0	0
0	0	10682.3	11214	0	1	0	0	0	0	0	0	0	0
0	0	10682.3	11398.7	0	3	0	0	0	0	0	0	0	0
0	0	10682.3	11558.7	0	1	0	0	0	0	0	0	0	0
0	0	10682.3	11744	0	1	0	0	0	0	0	0	0	0
